Дата,Рік,Квартал,Місяць,Назва_місяця,Продукт,Категорія,Регіон,Країна,Продажі,Кількість,Прибуток
2023-10-15,2023,4,10,Жовтень,Навушники,Аксесуари,Дніпро,Україна,30578,51,6386
2023-10-15,2023,4,10,Жовтень,Монітор,Комп'ютери,Київ,Україна,52338,81,11298
2023-10-15,2023,4,10,Жовтень,Монітор,Комп'ютери,Львів,Україна,49368,60,12026
2023-10-15,2023,4,10,Жовтень,Монітор,Комп'ютери,Одеса,Україна,75668,32,16330
2023-10-15,2023,4,10,Жовтень,Монітор,Комп'ютери,Харків,Україна,24129,34,4905
2023-10-15,2023,4,10,Жовтень,Монітор,Комп'ютери,Дніпро,Україна,25834,75,5981
2023-10-15,2023,4,10,Жовтень,Клавіатура,Аксесуари,Київ,Україна,46676,60,10802
2023-10-15,2023,4,10,Жовтень,Клавіатура,Аксесуари,Львів,Україна,50564,15,10108
2023-10-15,2023,4,10,Жовтень,Клавіатура,Аксесуари,Одеса,Україна,36808,51,6290
2023-10-15,2023,4,10,Жовтень,Клавіатура,Аксесуари,Харків,Україна,75506,42,17367
2023-10-15,2023,4,10,Жовтень,Клавіатура,Аксесуари,Дніпро,Україна,24345,36,6531
2023-11-15,2023,4,11,Листопад,Ноутбук,Комп'ютери,Київ,Україна,27710,66,5452
2023-11-15,2023,4,11,Листопад,Ноутбук,Комп'ютери,Львів,Україна,76035,36,19890
2023-11-15,2023,4,11,Листопад,Ноутбук,Комп'ютери,Одеса,Україна,79001,95,20311
2023-11-15,2023,4,11,Листопад,Ноутбук,Комп'ютери,Харків,Україна,57484,47,13248
2023-11-15,2023,4,11,Листопад,Ноутбук,Комп'ютери,Дніпро,Україна,44537,97,10715
2023-11-15,2023,4,11,Листопад,Смартфон,Мобільні,Київ,Україна,36092,14,8046
2023-11-15,2023,4,11,Листопад,Смартфон,Мобільні,Львів,Україна,21380,11,3246
2023-11-15,2023,4,11,Листопад,Смартфон,Мобільні,Одеса,Україна,53699,45,12426
2023-11-15,2023,4,11,Листопад,Смартфон,Мобільні,Харків,Україна,82183,20,24150
2023-11-15,2023,4,11,Листопад,Смартфон,Мобільні,Дніпро,Україна,86692,15,18216
2023-11-15,2023,4,11,Листопад,Планшет,Мобільні,Київ,Україна,18732,99,5471
2023-11-15,2023,4,11,Листопад,Планшет,Мобільні,Львів,Україна,20198,99,4805
2023-11-15,2023,4,11,Листопад,Планшет,Мобільні,Одеса,Україна,33631,69,8035
2023-11-15,2023,4,11,Листопад,Планшет,Мобільні,Харків,Україна,53923,77,14479
2023-11-15,2023,4,11,Листопад,Планшет,Мобільні,Дніпро,Україна,65725,81,16280
2023-11-15,2023,4,11,Листопад,Навушники,Аксесуари,Київ,Україна,42868,40,10331
2023-11-15,2023,4,11,Листопад,Навушники,Аксесуари,Львів,Україна,57894,50,16721
2023-11-15,2023,4,11,Листопад,Навушники,Аксесуари,Одеса,Україна,30346,10,5067
2023-11-15,2023,4,11,Листопад,Навушники,Аксесуари,Харків,Україна,50619,99,13962
2023-11-15,2023,4,11,Листопад,Навушники,Аксесуари,Дніпро,Україна,35330,10,9909
2023-11-15,2023,4,11,Листопад,Монітор,Комп'ютери,Київ,Україна,51686,49,12465
2023-11-15,2023,4,11,Листопад,Монітор,Комп'ютери,Львів,Україна,28524,82,7462
2023-11-15,2023,4,11,Листопад,Монітор,Комп'ютери,Одеса,Україна,69790,61,18715
2023-11-15,2023,4,11,Листопад,Монітор,Комп'ютери,Харків,Україна,29901,44,6270
2023-11-15,2023,4,11,Листопад,Монітор,Комп'ютери,Дніпро,Україна,62719,99,18061
2023-11-15,2023,4,11,Листопад,Клавіатура,Аксесуари,Київ,Україна,25719,16,5196
2023-11-15,2023,4,11,Листопад,Клавіатура,Аксесуари,Львів,Україна,69984,26,16660
2023-11-15,2023,4,11,Листопад,Клавіатура,Аксесуари,Одеса,Україна,55722,60,10433
2023-11-15,2023,4,11,Листопад,Клавіатура,Аксесуари,Харків,Україна,78773,61,16765
2023-11-15,2023,4,11,Листопад,Клавіатура,Аксесуари,Дніпро,Україна,59615,58,15921
2023-12-15,2023,4,12,Грудень,Ноутбук,Комп'ютери,Київ,Україна,24757,35,3762
2023-12-15,2023,4,12,Грудень,Ноутбук,Комп'ютери,Львів,Україна,47696,80,14133
2023-12-15,2023,4,12,Грудень,Ноутбук,Комп'ютери,Одеса,Україна,39816,58,9300
2023-12-15,2023,4,12,Грудень,Ноутбук,Комп'ютери,Харків,Україна,44917,72,13454
2023-12-15,2023,4,12,Грудень,Ноутбук,Комп'ютери,Дніпро,Україна,40806,10,8017
2023-12-15,2023,4,12,Грудень,Смартфон,Мобільні,Київ,Україна,61949,96,13258
2023-12-15,2023,4,12,Грудень,Смартфон,Мобільні,Львів,Україна,53719,92,10873
2023-12-15,2023,4,12,Грудень,Смартфон,Мобільні,Одеса,Україна,22717,38,5537
2023-12-15,2023,4,12,Грудень,Смартфон,Мобільні,Харків,Україна,62460,39,17206
2023-12-15,2023,4,12,Грудень,Смартфон,Мобільні,Дніпро,Україна,38449,10,10240
2023-12-15,2023,4,12,Грудень,Планшет,Мобільні,Київ,Україна,68302,75,15720
2023-12-15,2023,4,12,Грудень,Планшет,Мобільні,Львів,Україна,58000,47,15358
2023-12-15,2023,4,12,Грудень,Планшет,Мобільні,Одеса,Україна,85155,10,17044
2023-12-15,2023,4,12,Грудень,Планшет,Мобільні,Харків,Україна,32342,12,6662
2023-12-15,2023,4,12,Грудень,Планшет,Мобільні,Дніпро,Україна,95629,43,20207
2023-12-15,2023,4,12,Грудень,Навушники,Аксесуари,Київ,Україна,46399,59,12993
2023-12-15,2023,4,12,Грудень,Навушники,Аксесуари,Львів,Україна,96534,76,17826
2023-12-15,2023,4,12,Грудень,Навушники,Аксесуари,Одеса,Україна,96218,81,15935
2023-12-15,2023,4,12,Грудень,Навушники,Аксесуари,Харків,Україна,88836,76,25151
2023-12-15,2023,4,12,Грудень,Навушники,Аксесуари,Дніпро,Україна,99111,43,26838
2023-12-15,2023,4,12,Грудень,Монітор,Комп'ютери,Київ,Україна,51821,41,14424
2023-12-15,2023,4,12,Грудень,Монітор,Комп'ютери,Львів,Україна,32175,77,9384
2023-12-15,2023,4,12,Грудень,Монітор,Комп'ютери,Одеса,Україна,86358,57,14079
2023-12-15,2023,4,12,Грудень,Монітор,Комп'ютери,Харків,Україна,24425,16,6359
2023-12-15,2023,4,12,Грудень,Монітор,Комп'ютери,Дніпро,Україна,80500,28,13557
2023-12-15,2023,4,12,Грудень,Клавіатура,Аксесуари,Київ,Україна,61874,45,15248
2023-12-15,2023,4,12,Грудень,Клавіатура,Аксесуари,Львів,Україна,28705,10,7825
2023-12-15,2023,4,12,Грудень,Клавіатура,Аксесуари,Одеса,Україна,35358,11,7229
2023-12-15,2023,4,12,Грудень,Клавіатура,Аксесуари,Харків,Україна,96918,21,26613
2023-12-15,2023,4,12,Грудень,Клавіатура,Аксесуари,Дніпро,Україна,53572,47,14254
2024-01-15,2024,1,1,Січень,Ноутбук,Комп'ютери,Київ,Україна,99844,53,18264
2024-01-15,2024,1,1,Січень,Ноутбук,Комп'ютери,Львів,Україна,45702,33,7638
2024-01-15,2024,1,1,Січень,Ноутбук,Комп'ютери,Одеса,Україна,82624,68,23480
2024-01-15,2024,1,1,Січень,Ноутбук,Комп'ютери,Харків,Україна,69694,90,15522
2024-01-15,2024,1,1,Січень,Ноутбук,Комп'ютери,Дніпро,Україна,57905,23,15127
2024-01-15,2024,1,1,Січень,Смартфон,Мобільні,Київ,Україна,97736,82,16703
2024-01-15,2024,1,1,Січень,Смартфон,Мобільні,Львів,Україна,86748,13,14733
2024-01-15,2024,1,1,Січень,Смартфон,Мобільні,Одеса,Україна,117258,96,29605
2024-01-15,2024,1,1,Січень,Смартфон,Мобільні,Харків,Україна,92120,27,21136
2024-01-15,2024,1,1,Січень,Смартфон,Мобільні,Дніпро,Україна,70474,50,13468
2024-01-15,2024,1,1,Січень,Планшет,Мобільні,Київ,Україна,72541,46,17969
2024-01-15,2024,1,1,Січень,Планшет,Мобільні,Львів,Україна,119077,96,19765
2024-01-15,2024,1,1,Січень,Планшет,Мобільні,Одеса,Україна,44437,94,8423
2024-01-15,2024,1,1,Січень,Планшет,Мобільні,Харків,Україна,59776,49,11214
2024-01-15,2024,1,1,Січень,Планшет,Мобільні,Дніпро,Україна,80861,62,14256
2024-01-15,2024,1,1,Січень,Навушники,Аксесуари,Київ,Україна,95652,26,20356
2024-01-15,2024,1,1,Січень,Навушники,Аксесуари,Львів,Україна,59741,55,9382
2024-01-15,2024,1,1,Січень,Навушники,Аксесуари,Одеса,Україна,71037,74,11537
2024-01-15,2024,1,1,Січень,Навушники,Аксесуари,Харків,Україна,38181,35,6118
2024-01-15,2024,1,1,Січень,Навушники,Аксесуари,Дніпро,Україна,88332,49,19042
2024-01-15,2024,1,1,Січень,Монітор,Комп'ютери,Київ,Україна,111749,68,21742
2024-01-15,2024,1,1,Січень,Монітор,Комп'ютери,Львів,Україна,59010,64,14725
2024-01-15,2024,1,1,Січень,Монітор,Комп'ютери,Одеса,Україна,30072,31,7815
2024-01-15,2024,1,1,Січень,Монітор,Комп'ютери,Харків,Україна,50568,45,11680
2024-01-15,2024,1,1,Січень,Монітор,Комп'ютери,Дніпро,Україна,105630,90,23709
2024-01-15,2024,1,1,Січень,Клавіатура,Аксесуари,Київ,Україна,79158,82,21027
2024-01-15,2024,1,1,Січень,Клавіатура,Аксесуари,Львів,Україна,26044,82,4200
2024-01-15,2024,1,1,Січень,Клавіатура,Аксесуари,Одеса,Україна,70063,10,15716
2024-01-15,2024,1,1,Січень,Клавіатура,Аксесуари,Харків,Україна,114545,51,25079
2024-01-15,2024,1,1,Січень,Клавіатура,Аксесуари,Дніпро,Україна,53668,12,8676
2024-02-15,2024,1,2,Лютий,Ноутбук,Комп'ютери,Київ,Україна,122839,21,25077
2024-02-15,2024,1,2,Лютий,Ноутбук,Комп'ютери,Львів,Україна,115664,58,19723
2024-02-15,2024,1,2,Лютий,Ноутбук,Комп'ютери,Одеса,Україна,89667,66,19448
2024-02-15,2024,1,2,Лютий,Ноутбук,Комп'ютери,Харків,Україна,99543,21,23022
2024-02-15,2024,1,2,Лютий,Ноутбук,Комп'ютери,Дніпро,Україна,26246,17,6452
2024-02-15,2024,1,2,Лютий,Смартфон,Мобільні,Київ,Україна,40450,96,10460
2024-02-15,2024,1,2,Лютий,Смартфон,Мобільні,Львів,Україна,100729,81,18881
2024-02-15,2024,1,2,Лютий,Смартфон,Мобільні,Одеса,Україна,106535,21,19515
2024-02-15,2024,1,2,Лютий,Смартфон,Мобільні,Харків,Україна,61861,19,14737
2024-02-15,2024,1,2,Лютий,Смартфон,Мобільні,Дніпро,Україна,41531,35,9767
2024-02-15,2024,1,2,Лютий,Планшет,Мобільні,Київ,Україна,83642,88,21296
2024-02-15,2024,1,2,Лютий,Планшет,Мобільні,Львів,Україна,115847,57,19380
2024-02-15,2024,1,2,Лютий,Планшет,Мобільні,Одеса,Україна,79736,96,21473
2024-02-15,2024,1,2,Лютий,Планшет,Мобільні,Харків,Україна,72349,48,15791
2024-02-15,2024,1,2,Лютий,Планшет,Мобільні,Дніпро,Україна,48846,26,12090
2024-02-15,2024,1,2,Лютий,Навушники,Аксесуари,Київ,Україна,93401,69,20749
2024-02-15,2024,1,2,Лютий,Навушники,Аксесуари,Львів,Україна,29660,99,7673
2024-02-15,2024,1,2,Лютий,Навушники,Аксесуари,Одеса,Україна,126712,48,24999
2024-02-15,2024,1,2,Лютий,Навушники,Аксесуари,Харків,Україна,34379,13,9234
2024-02-15,2024,1,2,Лютий,Навушники,Аксесуари,Дніпро,Україна,35572,91,8111
2024-02-15,2024,1,2,Лютий,Монітор,Комп'ютери,Київ,Україна,128114,75,19686
2024-02-15,2024,1,2,Лютий,Монітор,Комп'ютери,Львів,Україна,93425,43,14311
2024-02-15,2024,1,2,Лютий,Монітор,Комп'ютери,Одеса,Україна,63790,22,14629
2024-02-15,2024,1,2,Лютий,Монітор,Комп'ютери,Харків,Україна,88456,48,13394
2024-02-15,2024,1,2,Лютий,Монітор,Комп'ютери,Дніпро,Україна,83992,71,13714
2024-02-15,2024,1,2,Лютий,Клавіатура,Аксесуари,Київ,Україна,121273,66,28755
2024-02-15,2024,1,2,Лютий,Клавіатура,Аксесуари,Львів,Україна,101443,19,16611
2024-02-15,2024,1,2,Лютий,Клавіатура,Аксесуари,Одеса,Україна,57523,93,14992
2024-02-15,2024,1,2,Лютий,Клавіатура,Аксесуари,Харків,Україна,68053,58,11335
2024-02-15,2024,1,2,Лютий,Клавіатура,Аксесуари,Дніпро,Україна,69601,39,19343
2024-03-15,2024,1,3,Березень,Ноутбук,Комп'ютери,Київ,Україна,69845,71,16648
2024-03-15,2024,1,3,Березень,Ноутбук,Комп'ютери,Львів,Україна,102663,74,29418
2024-03-15,2024,1,3,Березень,Ноутбук,Комп'ютери,Одеса,Україна,73128,24,15184
2024-03-15,2024,1,3,Березень,Ноутбук,Комп'ютери,Харків,Україна,124992,21,36680
2024-03-15,2024,1,3,Березень,Ноутбук,Комп'ютери,Дніпро,Україна,115320,70,21777
2024-03-15,2024,1,3,Березень,Смартфон,Мобільні,Київ,Україна,75996,48,21420
2024-03-15,2024,1,3,Березень,Смартфон,Мобільні,Львів,Україна,65679,86,19597
2024-03-15,2024,1,3,Березень,Смартфон,Мобільні,Одеса,Україна,58425,61,9333
2024-03-15,2024,1,3,Березень,Смартфон,Мобільні,Харків,Україна,101612,72,18756
2024-03-15,2024,1,3,Березень,Смартфон,Мобільні,Дніпро,Україна,111875,83,17569
2024-03-15,2024,1,3,Березень,Планшет,Мобільні,Київ,Україна,62536,12,17130
2024-03-15,2024,1,3,Березень,Планшет,Мобільні,Львів,Україна,93651,63,27661
2024-03-15,2024,1,3,Березень,Планшет,Мобільні,Одеса,Україна,87912,29,26306
2024-03-15,2024,1,3,Березень,Планшет,Мобільні,Харків,Україна,60947,44,16073
2024-03-15,2024,1,3,Березень,Планшет,Мобільні,Дніпро,Україна,61624,26,10666
2024-03-15,2024,1,3,Березень,Навушники,Аксесуари,Київ,Україна,64456,22,11832
2024-03-15,2024,1,3,Березень,Навушники,Аксесуари,Львів,Україна,126400,98,30202
2024-03-15,2024,1,3,Березень,Навушники,Аксесуари,Одеса,Україна,72205,20,20334
2024-03-15,2024,1,3,Березень,Навушники,Аксесуари,Харків,Україна,57913,38,16407
2024-03-15,2024,1,3,Березень,Навушники,Аксесуари,Дніпро,Україна,60628,51,16456
2024-03-15,2024,1,3,Березень,Монітор,Комп'ютери,Київ,Україна,82526,14,21480
2024-03-15,2024,1,3,Березень,Монітор,Комп'ютери,Львів,Україна,60137,88,9066
2024-03-15,2024,1,3,Березень,Монітор,Комп'ютери,Одеса,Україна,55115,14,8670
2024-03-15,2024,1,3,Березень,Монітор,Комп'ютери,Харків,Україна,81672,79,24037
2024-03-15,2024,1,3,Березень,Монітор,Комп'ютери,Дніпро,Україна,39471,86,11216
2024-03-15,2024,1,3,Березень,Клавіатура,Аксесуари,Київ,Україна,86655,49,24474
2024-03-15,2024,1,3,Березень,Клавіатура,Аксесуари,Львів,Україна,29562,67,6967
2024-03-15,2024,1,3,Березень,Клавіатура,Аксесуари,Одеса,Україна,41319,49,9704
2024-03-15,2024,1,3,Березень,Клавіатура,Аксесуари,Харків,Україна,36054,89,8969
2024-03-15,2024,1,3,Березень,Клавіатура,Аксесуари,Дніпро,Україна,112308,57,28779
2024-04-15,2024,2,4,Квітень,Ноутбук,Комп'ютери,Київ,Україна,68565,54,17458
2024-04-15,2024,2,4,Квітень,Ноутбук,Комп'ютери,Львів,Україна,115210,47,20551
2024-04-15,2024,2,4,Квітень,Ноутбук,Комп'ютери,Одеса,Україна,107913,54,30299
2024-04-15,2024,2,4,Квітень,Ноутбук,Комп'ютери,Харків,Україна,89224,40,24436
2024-04-15,2024,2,4,Квітень,Ноутбук,Комп'ютери,Дніпро,Україна,29319,62,7667
2024-04-15,2024,2,4,Квітень,Смартфон,Мобільні,Київ,Україна,50055,11,13756
2024-04-15,2024,2,4,Квітень,Смартфон,Мобільні,Львів,Україна,68477,75,13219
2024-04-15,2024,2,4,Квітень,Смартфон,Мобільні,Одеса,Україна,103836,36,30857
2024-04-15,2024,2,4,Квітень,Смартфон,Мобільні,Харків,Україна,70762,69,10710
2024-04-15,2024,2,4,Квітень,Смартфон,Мобільні,Дніпро,Україна,108213,44,18316
2024-04-15,2024,2,4,Квітень,Планшет,Мобільні,Київ,Україна,124202,39,18973
2024-04-15,2024,2,4,Квітень,Планшет,Мобільні,Львів,Україна,80279,72,16764
2024-04-15,2024,2,4,Квітень,Планшет,Мобільні,Одеса,Україна,60215,31,17497
2024-04-15,2024,2,4,Квітень,Планшет,Мобільні,Харків,Україна,84579,77,16505
2024-04-15,2024,2,4,Квітень,Планшет,Мобільні,Дніпро,Україна,90584,21,14502
2024-04-15,2024,2,4,Квітень,Навушники,Аксесуари,Київ,Україна,120804,74,19170
2024-04-15,2024,2,4,Квітень,Навушники,Аксесуари,Львів,Україна,125076,91,35112
2024-04-15,2024,2,4,Квітень,Навушники,Аксесуари,Одеса,Україна,74291,56,21940
2024-04-15,2024,2,4,Квітень,Навушники,Аксесуари,Харків,Україна,125793,61,33176
2024-04-15,2024,2,4,Квітень,Навушники,Аксесуари,Дніпро,Україна,99850,20,27281
2024-04-15,2024,2,4,Квітень,Монітор,Комп'ютери,Київ,Україна,66588,88,18166
2024-04-15,2024,2,4,Квітень,Монітор,Комп'ютери,Львів,Україна,60760,67,9123
2024-04-15,2024,2,4,Квітень,Монітор,Комп'ютери,Одеса,Україна,40967,55,9024
2024-04-15,2024,2,4,Квітень,Монітор,Комп'ютери,Харків,Україна,44249,22,12307
2024-04-15,2024,2,4,Квітень,Монітор,Комп'ютери,Дніпро,Україна,114699,38,29139
2024-04-15,2024,2,4,Квітень,Клавіатура,Аксесуари,Київ,Україна,56023,41,9095
2024-04-15,2024,2,4,Квітень,Клавіатура,Аксесуари,Львів,Україна,127500,93,31642
2024-04-15,2024,2,4,Квітень,Клавіатура,Аксесуари,Одеса,Україна,54256,76,15876
2024-04-15,2024,2,4,Квітень,Клавіатура,Аксесуари,Харків,Україна,69373,30,19870
2024-04-15,2024,2,4,Квітень,Клавіатура,Аксесуари,Дніпро,Україна,62722,93,13148
2024-05-15,2024,2,5,Травень,Ноутбук,Комп'ютери,Київ,Україна,100933,78,30037
2024-05-15,2024,2,5,Травень,Ноутбук,Комп'ютери,Львів,Україна,33183,67,9427
2024-05-15,2024,2,5,Травень,Ноутбук,Комп'ютери,Одеса,Україна,48378,43,8803
2024-05-15,2024,2,5,Травень,Ноутбук,Комп'ютери,Харків,Україна,56181,34,14451
2024-05-15,2024,2,5,Травень,Ноутбук,Комп'ютери,Дніпро,Україна,56125,24,12388
2024-05-15,2024,2,5,Травень,Смартфон,Мобільні,Київ,Україна,50291,55,9080
2024-05-15,2024,2,5,Травень,Смартфон,Мобільні,Львів,Україна,68297,62,11818
2024-05-15,2024,2,5,Травень,Смартфон,Мобільні,Одеса,Україна,61355,80,14966
2024-05-15,2024,2,5,Травень,Смартфон,Мобільні,Харків,Україна,71180,62,20412
2024-05-15,2024,2,5,Травень,Смартфон,Мобільні,Дніпро,Україна,89086,12,15841
2024-05-15,2024,2,5,Травень,Планшет,Мобільні,Київ,Україна,24836,34,3729
2024-05-15,2024,2,5,Травень,Планшет,Мобільні,Львів,Україна,38158,93,8186
2024-05-15,2024,2,5,Травень,Планшет,Мобільні,Одеса,Україна,103400,69,16505
2024-05-15,2024,2,5,Травень,Планшет,Мобільні,Харків,Україна,30381,11,8191
2024-05-15,2024,2,5,Травень,Планшет,Мобільні,Дніпро,Україна,60208,86,10382
2024-05-15,2024,2,5,Травень,Навушники,Аксесуари,Київ,Україна,56372,73,11800
2024-05-15,2024,2,5,Травень,Навушники,Аксесуари,Львів,Україна,99275,47,19234
2024-05-15,2024,2,5,Травень,Навушники,Аксесуари,Одеса,Україна,50582,98,14113
2024-05-15,2024,2,5,Травень,Навушники,Аксесуари,Харків,Україна,49103,50,7657
2024-05-15,2024,2,5,Травень,Навушники,Аксесуари,Дніпро,Україна,64107,60,10625
2024-05-15,2024,2,5,Травень,Монітор,Комп'ютери,Київ,Україна,76723,85,22863
2024-05-15,2024,2,5,Травень,Монітор,Комп'ютери,Львів,Україна,70856,88,15930
2024-05-15,2024,2,5,Травень,Монітор,Комп'ютери,Одеса,Україна,83232,42,19471
2024-05-15,2024,2,5,Травень,Монітор,Комп'ютери,Харків,Україна,51341,11,11815
2024-05-15,2024,2,5,Травень,Монітор,Комп'ютери,Дніпро,Україна,78654,39,12189
2024-05-15,2024,2,5,Травень,Клавіатура,Аксесуари,Київ,Україна,93151,31,18473
2024-05-15,2024,2,5,Травень,Клавіатура,Аксесуари,Львів,Україна,52511,99,13307
2024-05-15,2024,2,5,Травень,Клавіатура,Аксесуари,Одеса,Україна,107178,53,17757
2024-05-15,2024,2,5,Травень,Клавіатура,Аксесуари,Харків,Україна,110867,70,28378
2024-05-15,2024,2,5,Травень,Клавіатура,Аксесуари,Дніпро,Україна,26529,18,7704
2024-06-15,2024,2,6,Червень,Ноутбук,Комп'ютери,Київ,Україна,50616,50,12975
2024-06-15,2024,2,6,Червень,Ноутбук,Комп'ютери,Львів,Україна,50917,71,13620
2024-06-15,2024,2,6,Червень,Ноутбук,Комп'ютери,Одеса,Україна,89705,16,22347
2024-06-15,2024,2,6,Червень,Ноутбук,Комп'ютери,Харків,Україна,95078,15,25917
2024-06-15,2024,2,6,Червень,Ноутбук,Комп'ютери,Дніпро,Україна,103550,12,16165
2024-06-15,2024,2,6,Червень,Смартфон,Мобільні,Київ,Україна,62564,84,16186
2024-06-15,2024,2,6,Червень,Смартфон,Мобільні,Львів,Україна,101986,96,25246
2024-06-15,2024,2,6,Червень,Смартфон,Мобільні,Одеса,Україна,23716,54,5747
2024-06-15,2024,2,6,Червень,Смартфон,Мобільні,Харків,Україна,57079,64,12587
2024-06-15,2024,2,6,Червень,Смартфон,Мобільні,Дніпро,Україна,99347,17,27894
2024-06-15,2024,2,6,Червень,Планшет,Мобільні,Київ,Україна,24591,64,3849
2024-06-15,2024,2,6,Червень,Планшет,Мобільні,Львів,Україна,44053,79,11360
2024-06-15,2024,2,6,Червень,Планшет,Мобільні,Одеса,Україна,22727,46,6805
2024-06-15,2024,2,6,Червень,Планшет,Мобільні,Харків,Україна,25212,68,6241
2024-06-15,2024,2,6,Червень,Планшет,Мобільні,Дніпро,Україна,109517,44,20050
2024-06-15,2024,2,6,Червень,Навушники,Аксесуари,Київ,Україна,39939,72,7210
2024-06-15,2024,2,6,Червень,Навушники,Аксесуари,Львів,Україна,55029,58,15421
2024-06-15,2024,2,6,Червень,Навушники,Аксесуари,Одеса,Україна,87253,70,24163
2024-06-15,2024,2,6,Червень,Навушники,Аксесуари,Харків,Україна,74698,13,19444
2024-06-15,2024,2,6,Червень,Навушники,Аксесуари,Дніпро,Україна,65387,69,10201
2024-06-15,2024,2,6,Червень,Монітор,Комп'ютери,Київ,Україна,27173,45,4195
2024-06-15,2024,2,6,Червень,Монітор,Комп'ютери,Львів,Україна,56743,75,13598
2024-06-15,2024,2,6,Червень,Монітор,Комп'ютери,Одеса,Україна,106377,15,26408
2024-06-15,2024,2,6,Червень,Монітор,Комп'ютери,Харків,Україна,54368,67,15595
2024-06-15,2024,2,6,Червень,Монітор,Комп'ютери,Дніпро,Україна,75200,27,18403
2024-06-15,2024,2,6,Червень,Клавіатура,Аксесуари,Київ,Україна,84761,35,21815
2024-06-15,2024,2,6,Червень,Клавіатура,Аксесуари,Львів,Україна,47606,96,11657
2024-06-15,2024,2,6,Червень,Клавіатура,Аксесуари,Одеса,Україна,94667,87,21479
2024-06-15,2024,2,6,Червень,Клавіатура,Аксесуари,Харків,Україна,51607,78,8276
2024-06-15,2024,2,6,Червень,Клавіатура,Аксесуари,Дніпро,Україна,27112,71,4462
2024-07-15,2024,3,7,Липень,Ноутбук,Комп'ютери,Київ,Україна,89233,98,22254
2024-07-15,2024,3,7,Липень,Ноутбук,Комп'ютери,Львів,Україна,88456,79,21921
2024-07-15,2024,3,7,Липень,Ноутбук,Комп'ютери,Одеса,Україна,80459,37,15184
2024-07-15,2024,3,7,Липень,Ноутбук,Комп'ютери,Харків,Україна,33422,49,8014
2024-07-15,2024,3,7,Липень,Ноутбук,Комп'ютери,Дніпро,Україна,32262,32,7035
2024-07-15,2024,3,7,Липень,Смартфон,Мобільні,Київ,Україна,71510,76,15467
2024-07-15,2024,3,7,Липень,Смартфон,Мобільні,Львів,Україна,95403,83,20732
2024-07-15,2024,3,7,Липень,Смартфон,Мобільні,Одеса,Україна,95652,10,20796
2024-07-15,2024,3,7,Липень,Смартфон,Мобільні,Харків,Україна,98534,85,25226
2024-07-15,2024,3,7,Липень,Смартфон,Мобільні,Дніпро,Україна,90718,37,14106
2024-07-15,2024,3,7,Липень,Планшет,Мобільні,Київ,Україна,74451,56,18580
2024-07-15,2024,3,7,Липень,Планшет,Мобільні,Львів,Україна,29548,53,6410
2024-07-15,2024,3,7,Липень,Планшет,Мобільні,Одеса,Україна,86405,15,15628
2024-07-15,2024,3,7,Липень,Планшет,Мобільні,Харків,Україна,69406,29,13219
2024-07-15,2024,3,7,Липень,Планшет,Мобільні,Дніпро,Україна,85638,46,24877
2024-07-15,2024,3,7,Липень,Навушники,Аксесуари,Київ,Україна,46945,10,7901
2024-07-15,2024,3,7,Липень,Навушники,Аксесуари,Львів,Україна,95297,68,18813
2024-07-15,2024,3,7,Липень,Навушники,Аксесуари,Одеса,Україна,28908,60,4516
2024-07-15,2024,3,7,Липень,Навушники,Аксесуари,Харків,Україна,60622,62,13457
2024-07-15,2024,3,7,Липень,Навушники,Аксесуари,Дніпро,Україна,84804,98,20850
2024-07-15,2024,3,7,Липень,Монітор,Комп'ютери,Київ,Україна,35044,65,7966
2024-07-15,2024,3,7,Липень,Монітор,Комп'ютери,Львів,Україна,87897,32,21976
2024-07-15,2024,3,7,Липень,Монітор,Комп'ютери,Одеса,Україна,31793,32,4911
2024-07-15,2024,3,7,Липень,Монітор,Комп'ютери,Харків,Україна,52030,61,13304
2024-07-15,2024,3,7,Липень,Монітор,Комп'ютери,Дніпро,Україна,63115,17,18649
2024-07-15,2024,3,7,Липень,Клавіатура,Аксесуари,Київ,Україна,42764,14,12594
2024-07-15,2024,3,7,Липень,Клавіатура,Аксесуари,Львів,Україна,67636,64,20074
2024-07-15,2024,3,7,Липень,Клавіатура,Аксесуари,Одеса,Україна,74654,91,18116
2024-07-15,2024,3,7,Липень,Клавіатура,Аксесуари,Харків,Україна,55922,56,13174
2024-07-15,2024,3,7,Липень,Клавіатура,Аксесуари,Дніпро,Україна,69436,81,18700
2024-08-15,2024,3,8,Серпень,Ноутбук,Комп'ютери,Київ,Україна,46073,42,11061
2024-08-15,2024,3,8,Серпень,Ноутбук,Комп'ютери,Львів,Україна,90159,89,24705
2024-08-15,2024,3,8,Серпень,Ноутбук,Комп'ютери,Одеса,Україна,56648,78,13401
2024-08-15,2024,3,8,Серпень,Ноутбук,Комп'ютери,Харків,Україна,25578,75,7671
2024-08-15,2024,3,8,Серпень,Ноутбук,Комп'ютери,Дніпро,Україна,23377,42,4933
2024-08-15,2024,3,8,Серпень,Смартфон,Мобільні,Київ,Україна,84090,82,13754
2024-08-15,2024,3,8,Серпень,Смартфон,Мобільні,Львів,Україна,78236,84,22045
2024-08-15,2024,3,8,Серпень,Смартфон,Мобільні,Одеса,Україна,44714,13,11184
2024-08-15,2024,3,8,Серпень,Смартфон,Мобільні,Харків,Україна,77273,91,21766
